Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint
430,0,19.1,34.8333333333333,18.89,33.59,19.46,35.9933333333333,18.89,33.06,17.2,51.6566666666667,3.53,44.3,19.29,29.066666666666695,20.0,36.463333333333296,18.2,39.56,3.7,762.7999999999998,58.0,7.0,40.0,-3.8
430,10,20.0,37.03,18.463333333333296,37.06,20.29,35.79,19.1,34.5,17.5,43.2,4.19,76.5666666666667,18.7,29.7,19.89,36.9,18.0,36.53,3.56666666666667,756.533333333333,92.0,8.33333333333333,42.0,2.3333333333333295
430,20,20.89,37.7666666666667,19.2,38.29,20.6,36.56,19.1666666666667,38.9,17.426666666666698,44.86,5.59,86.0,18.5,33.03,20.066666666666695,40.43,17.79,37.53,5.7,752.7999999999998,95.5,9.5,43.5,5.05
430,20,20.7,38.28,19.7,37.59,20.2,37.9,22.125,36.73375,17.986249999999995,45.0,7.1688888888888895,74.9166666666667,19.5,31.3614285714286,20.89,38.2257142857143,18.5,41.9,6.66666666666667,748.1,74.0,6.0,40.0,2.2666666666666706
430,20,21.1666666666667,41.52666666666669,19.5,36.1,20.533333333333296,36.6666666666667,21.29,34.06,17.79,44.2666666666667,9.063333333333329,22.0,20.6,28.533333333333296,22.73,36.2,18.1666666666667,40.26,8.83333333333333,760.116666666667,57.3333333333333,1.16666666666667,30.0,0.7
430,0,22.6,36.3266666666667,20.926666666666698,36.79,22.6,35.43333333333331,20.1333333333333,34.79,19.6333333333333,42.863333333333294,8.86666666666667,30.2333333333333,19.1,30.1,23.89,36.73,19.5,36.933333333333294,7.5833333333333295,760.716666666667,72.3333333333333,4.16666666666667,38.16666666666669,2.91666666666667
430,0,22.79,38.9,22.23,38.4666666666667,22.6,38.39,21.29,39.9,20.1,45.26,11.465833333333299,36.7741666666667,21.6,33.9666666666667,23.39,40.8588888888889,20.463333333333296,42.59,10.3333333333333,741.866666666667,64.6666666666667,11.0,40.0,3.9333333333333296
430,0,21.463333333333296,40.7666666666667,19.7,41.145,21.89,37.4,20.7,39.23,20.2,46.326666666666696,9.26333333333333,50.7333333333333,20.2,33.5,24.5,39.5,20.0,38.363333333333294,8.4,754.0499999999998,77.0,4.5,28.5,4.55
430,0,22.39,42.4,21.963333333333296,38.6333333333333,22.5,38.1633333333333,21.0,36.09,20.1,44.736,16.5128571428571,1.0,22.6,31.823333333333295,24.066666666666695,35.56,20.5,35.4,14.1333333333333,748.7,49.6666666666667,7.0,40.0,3.6333333333333298
430,0,22.29,46.09,20.1,49.326666666666696,25.2,40.59,22.1,41.5236363636364,20.5,51.29,11.8,51.46,21.014285714285695,37.3528571428571,22.6,44.837142857142894,20.79,46.0,9.75,748.2999999999998,89.3333333333333,5.16666666666667,38.16666666666669,8.11666666666667
430,10,21.39,37.9,20.2,38.29,22.96,37.893333333333295,19.89,39.29,19.2,42.5,11.7933333333333,17.1,19.1666666666667,33.59,21.6,42.2966666666667,19.463333333333296,41.29,7.4,758.9,81.3333333333333,1.0,40.0,4.3333333333333295
430,0,22.356666666666698,39.393333333333295,21.7,32.0233333333333,22.5,34.43333333333331,21.29,35.1566666666667,19.7,40.433333333333294,14.5666666666667,1.0,19.39,27.0,23.0,35.70000000000001,19.6,37.29,13.683333333333302,765.3833333333331,40.6666666666667,4.16666666666667,40.0,0.483333333333333
430,0,22.5,36.6633333333333,21.5,32.8333333333333,22.6666666666667,34.79,21.39,35.59000000000001,20.033333333333296,40.4,14.5,1.0,19.463333333333296,27.066666666666695,23.1333333333333,37.1566666666667,19.6,37.09,13.716666666666699,765.483333333333,38.3333333333333,4.0,40.0,-0.18333333333333296
430,0,24.39,35.79,23.956,34.994,24.5,33.5,24.89,34.7,25.11875,78.53749999999998,11.66,1.0,24.29,30.033333333333296,25.254,37.42,23.5,35.4285714285714,9.1,756.2,65.0,5.0,40.0,2.9
430,10,25.5,46.6,25.264285714285695,42.97142857142861,26.823333333333295,41.1566666666667,24.7,45.9633333333333,23.2,52.2,21.0266666666667,1.0,24.5,44.054,24.736,49.736,23.2,46.845,22.2,755.2,57.0,4.0,27.0,13.2
420,20,19.5,41.3266666666667,19.0,40.5,19.2,42.29,18.76,41.2666666666667,18.3,78.59999999999998,1.63333333333333,82.7333333333333,18.5,38.1566666666667,19.79,45.133333333333304,16.73,40.2,3.13333333333333,756.9,88.3333333333333,5.0,32.66666666666669,1.4
420,20,18.6666666666667,43.49,18.29,42.09,19.23,42.56666666666669,18.7,42.26,17.5,49.326666666666696,2.29,94.69,17.533333333333303,38.79,18.29,45.9666666666667,16.79,46.0266666666667,1.9,748.7,95.0,6.0,40.0,1.2
420,30,21.323333333333295,38.56,20.39,37.59,20.6,40.86,20.89,39.53,19.1,52.56,2.26666666666667,95.93333333333328,19.89,36.76,20.533333333333296,43.09,17.89,41.5,2.35,764.65,79.6666666666667,6.3333333333333295,40.0,-0.866666666666667
420,0,22.0,37.02666666666669,20.775,34.79,21.856666666666698,38.893333333333295,21.356666666666698,37.5633333333333,18.1,48.4475,1.6,97.19,20.39,34.64,21.6,42.7333333333333,18.29,40.56,3.0,765.4,63.0,2.0,40.0,-3.5
420,10,19.5,39.03,19.1333333333333,37.863333333333294,19.4725,40.295,18.123333333333296,38.463333333333296,18.29,72.53944444444441,0.9,96.9,16.1,31.7955555555556,20.2,40.845,15.8,40.5,0.3,761.5,90.0,2.0,61.0,-1.1
420,10,16.79,45.2666666666667,16.1,45.326666666666696,17.2,42.53,15.1,44.5266666666667,15.36,50.755,7.19,99.9,15.5,40.598333333333294,18.1555555555556,50.451111111111096,15.0,44.59,6.25,770.583333333333,97.8333333333333,3.6666666666666705,46.66666666666669,5.93333333333333
420,10,19.926666666666698,45.29,19.5,44.3633333333333,19.89,45.06,18.366666666666696,47.2333333333333,18.275,83.64777777777779,6.4,99.9,16.8011111111111,42.8138888888889,19.116666666666696,52.6083333333333,16.39,47.6633333333333,6.46666666666667,752.1333333333331,89.6666666666667,4.8333333333333295,36.8333333333333,4.91666666666667
420,0,20.0,45.1566666666667,19.5,44.24,19.926666666666698,45.256666666666696,18.9,46.633333333333304,18.21,81.92777777777779,6.46666666666667,99.9,16.806666666666697,42.79,19.2,52.482222222222205,16.39,47.59,6.4,752.0,90.0,4.0,40.0,4.9
420,10,22.39,46.063333333333304,22.033333333333296,43.29,23.323333333333295,48.1933333333333,19.6,49.2,20.7,48.1966666666667,11.926666666666701,72.73,18.89,44.555,19.9877777777778,50.645,17.7,49.79,11.3,760.1,76.3333333333333,9.33333333333333,35.3333333333333,7.233333333333332
420,10,23.963333333333296,47.66,23.066666666666695,42.52666666666669,25.23,44.76,19.856666666666698,49.633333333333304,21.75,47.155,11.6,78.59999999999998,18.89,44.78,19.7,50.59,17.7,49.5,11.333333333333302,759.9333333333329,80.0,9.66666666666667,40.0,8.03333333333333
420,30,22.533333333333296,42.73,21.2,41.79,21.89,44.6816666666667,21.7,40.5,19.044444444444398,54.79222222222221,5.093333333333329,80.5233333333333,19.1055555555556,33.5677777777778,20.891666666666698,42.3455555555556,18.6,44.4666666666667,5.9,760.1333333333331,68.6666666666667,6.0,40.0,0.483333333333333
420,10,22.89,43.76,22.1333333333333,42.2666666666667,22.255,44.055,21.1666666666667,46.063333333333304,19.7,86.1744444444444,7.43333333333333,94.6,18.39,40.73,21.408333333333296,51.2933333333333,18.323333333333295,46.4333333333333,6.133333333333329,764.866666666667,95.0,2.0,27.3333333333333,5.3333333333333295
420,0,21.1,49.256666666666696,20.463333333333296,45.66,21.5,44.6633333333333,19.7,46.59,19.39,54.648333333333305,11.39,66.5333333333333,18.89,40.725,20.9755555555556,47.045,18.89,46.9333333333333,10.8,747.85,73.5,7.5,40.0,6.15
420,10,23.5,49.796666666666695,23.1666666666667,40.0,25.2,43.5,21.323333333333295,44.726666666666695,18.9327777777778,53.5844444444444,7.656666666666669,65.3233333333333,19.29,35.075,22.7,45.2916666666667,18.89,41.29,7.8,741.9,71.0,12.0,40.0,2.8
420,0,19.7,38.0,17.5,39.1566666666667,20.43,38.863333333333294,18.926666666666698,35.53,18.1,43.1933333333333,-3.76,82.26,18.29,30.226666666666695,20.39,39.3266666666667,17.79,39.3,-1.8333333333333297,772.1,92.0,1.0,56.0,-2.93333333333333
420,0,20.79,41.2,19.76,41.73,20.847142857142895,39.1528571428571,17.7,43.296666666666695,17.7,62.77,9.56666666666667,93.26333333333329,17.6666666666667,38.6633333333333,19.963333333333296,48.326666666666696,17.7,44.06,9.15,754.7999999999998,91.0,6.0,34.5,7.75
420,0,20.79,38.1266666666667,19.7,37.9666666666667,20.7,38.79,20.26,36.59,18.066666666666695,48.43,6.526666666666671,87.0933333333333,20.06,31.35,21.566666666666695,39.6566666666667,18.39,41.29,6.4,756.9333333333329,57.5,2.0,40.0,-1.43333333333333
420,0,20.463333333333296,41.63,18.89,39.0,21.2633333333333,38.963333333333296,19.7,35.09,18.2,44.5257142857143,7.96666666666667,54.1266666666667,18.542857142857095,31.437142857142895,19.7,38.975,17.89,37.863333333333294,5.06666666666667,754.033333333333,65.0,1.0,25.666666666666693,-1.1
420,10,20.29,41.7333333333333,18.6,41.42666666666669,20.1,39.363333333333294,18.79,38.4666666666667,17.9333333333333,60.226666666666695,1.0,77.83,18.0,31.1,21.963333333333296,38.29,17.7,36.7,1.8,747.9,95.0,1.0,27.0,1.0
420,0,21.79,36.2,19.6,38.23,20.39,36.06,20.1,35.26,19.356666666666698,49.39,3.03,52.8266666666667,21.0,28.29,24.0,32.9,18.963333333333296,38.9,4.03333333333333,767.7999999999998,82.0,2.66666666666667,59.0,1.13333333333333
420,30,21.29,38.63,20.6666666666667,36.3,21.726666666666695,38.293333333333294,21.39,34.5,18.6,43.9,10.19,12.56,20.7,25.6333333333333,22.323333333333295,35.0,19.7,37.6266666666667,7.9,764.333333333333,52.0,8.0,26.666666666666693,-1.5
420,10,21.29,34.4,19.5,33.3333333333333,23.2,34.76,21.6333333333333,31.1333333333333,18.7,42.0,8.96,13.8,20.7,24.445,23.29,33.53,19.7,37.7,7.26666666666667,764.366666666667,54.0,7.666666666666669,25.666666666666693,-1.53333333333333
420,0,20.79,35.3266666666667,20.8425,34.725,21.323333333333295,34.7,21.6,32.6725,18.463333333333296,41.6333333333333,5.39666666666667,39.2333333333333,19.5,26.356666666666698,21.5,35.0,19.79,38.7,5.95,766.6,67.5,4.0,43.0,0.25
420,0,20.89,36.7,18.23,39.76,21.2,36.1266666666667,19.6,34.5,18.29,44.9666666666667,6.96666666666667,45.1333333333333,19.29,30.2,21.6,40.3266666666667,19.566666666666695,38.0,5.6,762.7,80.0,3.0,62.0,2.3
420,0,22.6,40.4666666666667,20.29,43.4,24.356666666666698,38.363333333333294,20.1,37.5675,19.39,48.09,10.9333333333333,39.7,21.323333333333295,33.3333333333333,22.76,40.53,19.79,42.0,10.2666666666667,756.833333333333,67.0,4.66666666666667,40.0,4.3333333333333295
420,0,23.0,42.26,21.7,43.5,23.1,39.5,20.356666666666698,42.06,21.39,47.4633333333333,12.2266666666667,36.1333333333333,20.7,37.09,24.0,43.1266666666667,19.79,40.59,13.283333333333301,748.15,64.5,6.3333333333333295,40.0,6.6
420,0,23.5,38.9666666666667,21.426666666666698,39.73,23.426666666666698,38.53,21.1,38.79,20.29,46.73,8.34909090909091,42.4945454545455,21.5,32.23,23.39,36.70454545454551,20.39,37.863333333333294,8.43333333333333,744.0666666666668,73.1666666666667,4.66666666666667,40.0,3.7833333333333297
420,0,22.0,42.8266666666667,20.2,43.5,22.79,38.9666666666667,21.29,40.06666666666669,20.6,45.73,10.83,25.3,21.0,34.834,23.6,41.776,20.7,39.7,10.0,751.2999999999998,78.0,8.0,40.0,6.35
420,0,22.39,45.09,20.426666666666698,48.6,24.823333333333295,39.53,22.1,41.5633333333333,20.5,51.4,12.7,45.6566666666667,21.1,37.4,22.6,44.59,20.79,45.79,10.5,748.2999999999998,86.0,6.0,29.0,8.199999999999998
420,0,22.9175,39.5425,22.2,36.1966666666667,27.356666666666698,38.26,22.85,34.752,20.73,42.23,14.0666666666667,3.53,21.8185714285714,30.6,23.5,38.59,20.6,37.6633333333333,13.0,757.2999999999998,57.0,5.0,40.0,4.6
420,0,24.2,38.1633333333333,24.463333333333296,34.76,25.042857142857095,37.884285714285696,24.323333333333295,39.6566666666667,20.5,54.2,18.7063636363636,1.0,23.2,34.2,24.5,39.9,21.79,36.7,15.916666666666698,756.2,55.1666666666667,1.8333333333333297,37.8333333333333,6.883333333333329
420,10,24.26,42.5,25.304285714285697,36.454285714285696,26.1,37.09,24.6,40.23,21.926666666666698,47.59,24.1,1.0,24.12,37.276,23.5,43.79,22.6,43.3633333333333,21.033333333333296,756.2999999999998,47.0,1.33333333333333,40.0,9.2
420,10,25.5,46.99,25.414,43.036,26.89,41.29,24.7,45.79,23.2,52.2,22.433333333333298,1.0,24.5,44.29571428571429,24.6625,49.51875,23.2,46.8175,22.3333333333333,755.2,56.6666666666667,3.8333333333333295,26.166666666666693,13.233333333333302
410,0,19.9966666666667,45.73,19.6333333333333,40.53,21.566666666666695,44.4633333333333,19.0,43.1933333333333,17.1,53.2,3.5,96.0,17.39,38.0,18.0,44.8633333333333,17.0,45.9333333333333,3.11666666666667,748.5499999999998,91.3333333333333,5.16666666666667,40.0,1.81666666666667
410,10,23.26,39.0,22.5,38.43,21.26,41.79,20.76,42.7966666666667,21.5966666666667,77.09999999999998,2.4,94.59,19.1,39.2266666666667,20.76,44.3633333333333,17.29,41.4,2.36666666666667,760.2,95.6666666666667,3.6666666666666705,28.666666666666693,1.73333333333333
410,20,21.7,38.933333333333294,20.79,38.23,20.79,41.4,20.43,41.4233333333333,19.5,56.8633333333333,3.82666666666667,96.19,20.575,37.975,20.323333333333295,43.5666666666667,18.1,43.2225,4.46666666666667,764.4333333333329,69.6666666666667,5.0,56.66666666666669,-0.733333333333333
410,0,22.0,38.23,21.0,36.5633333333333,21.89,39.2,21.39,38.4,18.1,48.59,1.53333333333333,97.19,20.39,35.065,21.533333333333296,43.4,18.2225,40.35,2.9833333333333294,765.4166666666669,64.3333333333333,2.0,40.0,-3.25
410,40,18.23,44.256666666666696,17.6633333333333,39.73,18.4,41.863333333333294,16.1333333333333,36.6633333333333,16.0,51.4166666666667,0.8,96.59,16.1,31.688888888888897,20.1,40.515,15.39,35.70000000000001,-0.1,760.866666666667,92.0,1.66666666666667,50.66666666666669,-1.23333333333333
410,20,19.6666666666667,38.73,19.29,37.6633333333333,19.29,39.9666666666667,19.26,37.6566666666667,18.071666666666697,67.3566666666667,0.9,96.9,16.1,31.873333333333296,20.2,40.95777777777779,15.89,41.03,0.3,761.5,89.6666666666667,2.0,61.0,-1.2
410,20,16.79,45.29,16.1,45.3633333333333,17.2,42.59,15.1,44.73,15.375,50.7,7.19,99.9,15.4877777777778,40.77,18.0833333333333,49.507222222222204,15.0,44.7,6.0,770.5666666666668,97.6666666666667,3.33333333333333,48.3333333333333,5.66666666666667
410,30,21.89,42.76,21.1,42.4666666666667,20.7,44.5,17.696666666666697,47.2333333333333,19.4327777777778,48.21,8.0,99.9,16.05,44.545,18.9877777777778,50.09,15.8,48.5,7.96666666666667,767.7,95.3333333333333,3.0,63.0,7.3
410,10,20.0,45.4633333333333,19.5,44.53,19.89,45.095,17.623333333333303,48.1966666666667,18.328888888888898,84.9872222222222,6.4,99.9,16.806666666666697,42.9666666666667,19.072222222222198,52.8277777777778,16.39,47.826666666666696,6.53333333333333,752.266666666667,89.3333333333333,5.66666666666667,33.66666666666669,4.93333333333333
410,40,21.29,40.29,20.426666666666698,39.56666666666669,20.6,43.1966666666667,19.7,42.8,17.5,51.3033333333333,7.5,99.9,17.0,40.6305555555556,19.4755555555556,50.7955555555556,16.79,46.0,6.73333333333333,753.233333333333,93.0,5.3333333333333295,41.3333333333333,5.7
410,40,21.323333333333295,40.4,20.65,39.745,21.1333333333333,45.1,19.89,43.2,17.5666666666667,51.015,7.6233333333333295,99.9,17.0,41.22277777777779,19.616666666666696,50.245,16.79,46.0,6.86666666666667,752.966666666667,94.0,5.66666666666667,42.66666666666669,6.0
410,0,21.79,43.06,21.6333333333333,40.963333333333296,21.755,43.9,22.39,42.5,19.1,55.95,4.15666666666667,89.7666666666667,18.39,37.0172222222222,20.2,45.46,18.39,47.76,4.96666666666667,759.6666666666669,77.0,5.3333333333333295,29.0,1.2
410,0,19.89,43.06,19.29,41.1633333333333,20.73,41.56,18.7,42.3266666666667,18.79,60.83277777777779,0.766666666666667,90.8,19.89,41.092222222222205,21.78,49.1722222222222,18.79,44.9333333333333,2.3,749.1333333333331,97.1666666666667,3.0,62.6666666666667,1.91666666666667
410,20,21.39,39.09,20.2,39.29,21.066666666666695,39.43,19.6,39.2,18.235,50.977777777777796,4.263333333333329,91.0,18.9572222222222,35.6877777777778,22.6,41.6022222222222,18.033333333333296,38.53,3.5,730.95,96.0,5.0,54.5,2.9
410,0,20.963333333333296,37.6333333333333,19.39,37.79,21.934,36.674,18.7,35.363333333333294,17.29,45.7228571428571,7.0925,61.3725,19.463333333333296,29.566666666666695,20.528571428571396,36.2257142857143,17.89,41.272,6.0,759.9,72.5,4.5,40.0,1.4
410,20,22.5,45.56,21.6,44.8633333333333,21.89,44.73,21.79,45.59,18.7,57.428571428571395,10.7371428571429,88.9557142857143,18.39,45.09,22.463333333333296,48.8333333333333,18.39,46.9,10.6,754.7,93.0,8.0,64.0,9.5
410,0,20.2,37.3,18.79,37.59,20.39,36.723333333333294,19.79,35.09,18.2,44.554,6.99333333333333,62.8,18.5,31.83,19.79,39.5,17.89,38.2,4.86666666666667,754.233333333333,66.5,1.0,25.166666666666693,-0.95
410,0,21.7,32.43333333333331,19.89,32.39,22.86,34.06666666666669,19.73,31.926666666666698,17.2,46.4333333333333,5.93333333333333,26.956666666666695,22.73,23.29,22.963333333333296,29.6,18.5,38.2,5.2,762.75,56.0,4.5,40.0,-3.1
410,0,20.033333333333296,39.8266666666667,19.066666666666695,40.1566666666667,20.5,38.5,21.29,37.29,18.6,45.73,6.4,62.6633333333333,18.463333333333296,36.223333333333294,19.89,42.6333333333333,18.2,39.89,5.35,746.65,78.5,6.0,40.0,1.8
410,0,20.1,45.59,18.566666666666695,40.63,21.2633333333333,42.6333333333333,18.1666666666667,35.6266666666667,17.5,50.29,4.19,75.79999999999998,17.6,31.2,19.7,38.4,17.5,37.09,3.3,748.7999999999998,83.0,4.0,40.0,0.6
410,0,21.39,42.6266666666667,19.79,38.1333333333333,22.6333333333333,37.933333333333294,18.39,35.02666666666669,17.39,49.09,6.26,75.62333333333329,18.39,30.1666666666667,20.0,37.0,17.79,37.2,5.06666666666667,749.266666666667,74.3333333333333,3.0,40.0,0.866666666666667
410,0,20.0,35.0,16.6,38.9,20.2,36.1633333333333,19.1,32.6633333333333,18.29,46.6633333333333,0.05,69.0,20.6,30.1,22.1,37.3725,19.39,39.2266666666667,0.8,769.0,86.6666666666667,5.3333333333333295,62.3333333333333,-1.16666666666667
410,10,20.89,36.7,18.39,39.5,21.3266666666667,37.1,19.6,34.29,18.39,44.7,7.5,40.6333333333333,19.29,30.033333333333296,21.76,39.73,19.5,37.645,5.8,762.766666666667,74.6666666666667,3.6666666666666705,38.0,1.56666666666667
410,0,21.0,37.7,18.79,39.495,21.6,35.7966666666667,19.79,34.0,18.7,52.8633333333333,7.295,42.9,19.0,30.323333333333295,22.356666666666698,37.5,19.29,37.29,5.8,761.95,82.0,3.0,34.0,2.95
410,20,21.533333333333296,36.49,19.73,37.29,21.7,35.03,21.39,36.2,19.1666666666667,41.2,9.22666666666667,29.9266666666667,19.356666666666698,32.5,21.323333333333295,37.433333333333294,19.29,36.0,8.21666666666667,760.033333333333,71.8333333333333,2.0,38.16666666666669,3.38333333333333
410,0,21.5,39.9666666666667,18.79,43.9666666666667,22.1,37.9,20.39,36.9666666666667,20.0,43.326666666666696,6.3333333333333295,68.7566666666667,20.1,37.4666666666667,22.1,41.9975,19.79,41.433333333333294,5.91666666666667,756.116666666667,96.3333333333333,2.8333333333333295,48.16666666666669,5.3333333333333295
410,0,22.926666666666698,44.5266666666667,21.26,45.49,25.6333333333333,40.2966666666667,21.566666666666695,41.7,21.5175,74.89749999999998,12.416666666666702,17.1916666666667,22.15,34.4,24.5,39.03,20.79,39.7,13.183333333333302,752.0499999999998,62.6666666666667,4.16666666666667,40.0,6.18333333333333
410,10,23.0,42.89,20.963333333333296,44.76,25.1666666666667,38.5,21.5,41.29,21.566666666666695,73.1966666666667,10.225,21.775,22.0,33.95,24.1,37.79,20.79,39.23,12.016666666666698,752.4333333333329,65.5,4.0,40.0,5.78333333333333
410,0,22.29,39.96,21.963333333333296,37.463333333333296,22.5,37.9666666666667,21.0,36.06,20.1,44.4,17.0257142857143,1.0,22.6,32.145,23.963333333333296,35.53,20.39,34.96333333333331,14.3,748.7999999999998,49.0,7.0,40.0,3.6
410,0,22.5,40.43,21.26,39.1633333333333,22.6666666666667,38.9,20.79,35.59000000000001,20.1142857142857,44.7928571428571,13.7371428571429,3.7414285714285698,22.2,31.323333333333295,24.2,35.4,20.2,32.8266666666667,13.15,748.2999999999998,51.0,6.0,40.0,3.2
410,0,22.926666666666698,37.1333333333333,22.26,35.4,23.1,36.5,22.89,34.09,20.73,41.4666666666667,16.0333333333333,1.0,22.2,32.96,23.0,39.06,20.1333333333333,35.1266666666667,15.033333333333301,759.533333333333,57.3333333333333,3.6666666666666705,40.0,6.56666666666667
410,0,21.1333333333333,33.23,20.0,31.39,21.566666666666695,34.4233333333333,20.5,32.2,19.2225,40.25,11.36,1.0,19.89,25.323333333333295,21.79,34.7,18.79,29.926666666666698,10.0166666666667,756.1,47.5,3.8333333333333295,40.0,-0.666666666666667
410,20,22.533333333333296,37.0,21.2,36.79,23.2,35.23,19.823333333333295,39.06666666666669,19.033333333333296,42.5,11.96,22.16,19.2,33.9,21.29,40.79,18.73,37.59,9.15,755.533333333333,79.5,4.0,40.0,5.71666666666667
410,0,23.3,36.96,21.533333333333296,35.3266666666667,22.73,35.03,21.4975,36.4,20.1,40.4666666666667,14.39,1.0,19.5,27.066666666666695,23.2,36.2,19.6,36.933333333333294,13.566666666666698,765.5,38.6666666666667,4.0,40.0,-0.2
410,0,24.6,42.06,29.6633333333333,32.2233333333333,26.2,38.51125,25.0,40.1633333333333,23.356666666666698,74.86,25.574,1.0,24.0,41.976,24.5,45.9475,23.1,44.7,20.6,752.1,53.0,2.0,40.0,10.6
410,20,25.39,39.3333333333333,26.1666666666667,35.4,26.5,37.79,25.7,38.8333333333333,23.5,42.7,25.671428571428603,1.0,24.2,36.9666666666667,24.5,43.44,23.6,40.9,23.35,752.2999999999998,42.5,3.0,40.0,9.75
410,0,24.79,48.0,23.2514285714286,49.52428571428571,26.0,43.2,24.8614285714286,45.694285714285705,23.89,54.13,16.9971428571429,54.7671428571429,24.39,44.0,25.6,48.4333333333333,23.68,47.834,14.4,748.7,93.0,4.0,22.0,13.3
410,0,23.0,50.26,25.2633333333333,43.6,24.46,45.3933333333333,23.533333333333296,47.2,22.5,50.5,22.26,6.82666666666667,22.89,43.9,23.29,51.038571428571395,23.0,47.4,17.15,756.3166666666668,78.3333333333333,4.8333333333333295,28.166666666666693,13.316666666666698
410,0,24.7263636363636,48.9167272727273,24.466666666666697,46.3188888888889,26.7532727272727,43.3963636363636,24.033333333333296,46.563333333333304,22.966666666666697,52.3083333333333,22.9466666666667,18.081666666666695,23.933333333333305,43.5116666666667,24.3585454545455,50.7618181818182,23.1621818181818,48.0363636363636,18.6,752.0666666666668,75.6666666666667,2.66666666666667,40.0,14.166666666666698
410,0,24.3990909090909,53.950181818181804,23.2342342342342,53.87996996997,27.4798181818182,47.3890909090909,23.709009009008998,49.605495495495504,22.6099099099099,54.72292792792789,17.978018018018,51.3216666666667,23.511711711711698,46.80842342342339,24.8756363636364,54.8854545454545,23.286545454545497,51.3090909090909,15.8666666666667,750.733333333333,93.0,3.6666666666666705,36.3333333333333,14.733333333333302
400,20,21.533333333333296,44.9666666666667,20.79,44.36,20.426666666666698,45.9333333333333,19.6,47.5,19.033333333333296,54.0933333333333,5.656666666666669,86.2266666666667,17.79,43.2233333333333,19.356666666666698,49.03,16.823333333333302,44.53,5.65,735.8833333333331,87.8333333333333,6.1666666666666705,40.0,3.7166666666666694
400,20,21.6,44.7666666666667,20.89,44.2233333333333,20.5,45.9333333333333,19.696666666666697,47.6266666666667,19.1,53.366666666666696,5.8333333333333295,85.7666666666667,17.79,43.03,19.39,48.8633333333333,16.89,44.59,5.7,735.966666666667,87.6666666666667,6.3333333333333295,40.0,3.7333333333333294
400,20,18.856666666666698,44.06,18.066666666666695,43.4666666666667,19.39,43.59,19.03,44.0,18.29,56.6666666666667,5.5,79.1566666666667,17.7,40.8266666666667,18.29,49.3633333333333,17.0,46.42,5.0,755.2,88.0,4.0,29.0,3.2
400,10,18.39,43.36,17.79,42.23,19.7,43.2225,18.066666666666695,42.92666666666669,17.29,61.1933333333333,3.79,89.12999999999998,18.0,42.995,18.89,50.6566666666667,16.79,48.326666666666696,3.9,749.2999999999998,90.0,8.66666666666667,25.3333333333333,2.43333333333333
400,0,21.39,39.7966666666667,20.823333333333295,38.433333333333294,21.1633333333333,42.1966666666667,18.7,42.29,17.1,53.1633333333333,5.263333333333329,75.6566666666667,17.4175,38.0925,18.0,45.1566666666667,17.0666666666667,43.93,4.86666666666667,747.7999999999998,77.0,6.6666666666666705,40.0,1.13333333333333
400,10,20.79,34.6666666666667,19.7,34.7666666666667,20.1,37.6566666666667,19.3,42.2,17.89,55.0,2.56,85.1333333333333,18.1,39.1566666666667,18.89,46.6566666666667,17.29,44.9,3.2,753.2,80.0,10.0,40.0,0.0
400,0,21.0,39.99,20.625,38.0,20.6,40.06,20.1401234567901,40.3483950617284,17.7075,51.8725,4.59,74.9566666666667,17.79,36.7,18.39,43.09,17.26,42.09,3.8333333333333295,754.9,87.3333333333333,8.33333333333333,47.66666666666669,1.86666666666667
400,0,21.1,39.52666666666669,20.710625,38.0675,20.6,40.09,20.1432098765432,40.36827160493831,17.728125,51.78,4.59,73.36,17.767499999999995,36.651875,18.39,43.09,17.29,42.09,3.86666666666667,754.95,87.1666666666667,8.16666666666667,54.3333333333333,1.88333333333333
400,0,20.89,40.5,20.1,39.5,21.1,42.73,19.7,42.0,18.2,53.59,0.6,96.12333333333329,19.39,41.2,20.5,49.4,17.823333333333302,46.03,0.28333333333333294,764.366666666667,96.0,2.8333333333333295,27.3333333333333,-0.31666666666666693
400,0,21.1333333333333,42.533333333333296,20.39,39.5,22.23,44.99,21.29,38.79,18.1,52.3,-1.26,95.53,19.2,39.03,20.2,46.7666666666667,17.7,43.063333333333304,-0.3,764.95,91.5,1.5,28.5,-1.55
400,20,19.426666666666698,39.1633333333333,19.0,37.86,19.566666666666695,40.6,17.4566666666667,38.7966666666667,18.3816666666667,74.8438888888889,0.9,96.9,16.1,31.79,20.2,40.97222222222221,15.8,40.2666666666667,0.266666666666667,761.45,90.0,1.8333333333333297,60.1666666666667,-1.13333333333333
400,0,18.29,38.59,17.39,38.56,18.5,39.23,16.29,38.53,16.29,47.58,1.76,93.5333333333333,16.2,33.0,18.088888888888896,42.0688888888889,15.8,40.09,1.45,762.516666666667,75.1666666666667,4.16666666666667,21.166666666666693,-2.6
400,0,20.0,45.796666666666695,19.5,44.7233333333333,19.89,45.2,16.9566666666667,48.923333333333304,18.445,85.8616666666667,6.46666666666667,99.9,16.8122222222222,43.0994444444444,18.981666666666698,53.1594444444444,16.39,47.9666666666667,6.6,752.4,89.0,6.5,30.5,4.95
